MATCH	Form	Root	Nominal_class	Meaning_de	Pages	Coptic_S	Coptic_B	Coptic_A	Coptic_A2	Coptic_Fs	Coptic_F	Coptic_M	Coptic_Sf	Coptic_O	Coptic_H	Coptic_Sa	Coptic_V	Coptic_ManiHPK	Coptic_Mf	Coptic_Sh	Coptic_Bf	Coptic_Copt_undefined
2018			AaB'aC	Schluck', ein Flüssigkeitmass	no etymology 43	ⲁⲙⲟⲕ																
2019				verschlucken	no etymology 43	ⲱⲙⲕ																
2021	*ꜥ'e/uqjvy	ꜥqj	A'uBCaw	Weihe	89, 387, 447, 549	ⲁⲉⲓⲕ	ⲁⲓⲕ		ⲁⲉⲓⲕ		ⲁⲓⲕ											
2022	*ꜥ'aq(y)vw	ꜥq	A'aBCuw	Zutritt; Einkommen; Brot	64	ⲟⲉⲓⲕ																
2024	*ꜥ'er	ꜥr		Kiesel; Stein	846	ⲁⲗ	ⲁⲗ				ⲉⲗ											
2025	*ꜥvl'a:lv(y)	ꜥll		Kiesel	296	ⲁⲗⲱⲗⲉ																
2026	ꜥrꜥr	ꜥrꜥr		Spitzmaus	354																	
2027	*ꜥvr'aj	ꜥrj	AaB'aj/w	aufsteigen	47, 668									ⲁⲗⲟ								
2030	*ꜥ'al(y)vt	ꜥl	A'aBCut	Ausplünderung	70	ⲟⲗⲥ																
2031	ꜥrj	ꜥrj	A'a:Baj/w	einnehmen	38, 70	ⲱⲗ	ⲱⲗⲓ															
2032	*ꜥ'a:rvḏ	ꜥrḏ		Sicherheit; Sicherung; Vorlegeschloss	502	ⲱⲣϫ																
2033	*ꜥ'arḏvw	ꜥrḏ		Sicherheit; Sicherung; Vorlegeschloss	502	ⲟⲣϫ																
2034	*ꜥvrq'ew	ꜥrqw	AuBC'iw	Vollender'; letzter Monatstag	178, 412, 479	ⲁⲗⲕⲉ	ⲁⲗⲕⲉ															
2036	*ꜥ(a)r'aq	ꜥrq	AaB'aC	Winkel; Ecke	221	ⲁⲗⲟⲕ	ⲁⲗⲟⲕ															
2037	*ꜥ'erqvt	ꜥrq	A'uBCit	Ecke; Winkel	229		ⲉⲗⲕⲥ															
2038	*ꜥ'arq(a)t	ꜥrqt	A'aBCat	Winkel; Ecke	222, 772, 787	ⲟⲗⲕⲥ																
2039	*ꜥ'arq(a)t	ꜥrqt	A'aBCat	beugbares Glied'; Schenkel; Gelenk	222, 775	ϭⲟⲟⲗⲉⲥ	ϭⲟⲟⲗⲉⲥ															
2040	*ꜥ(a)r'aq	ꜥrq	AaB'aC	beugbares Glied'; Schenkel; Spann; Gelenk o.ä.; Knie; Schultern	221																	
2042	ꜥrq	ꜥrq		krümmen; beugen	221, 222, 229	ⲱⲗⲕ																
2044	*ꜥvrš'i:nv(y)	ꜥršn		Linsen	316																	
2046	*ꜥvrš'e/in(yvt)	ꜥršn		platte Warzen	316	ⲁⲣⲟϣ																
2047					316																	
2048	*ꜥ'ašwvt	ꜥšw	A'aBCut	Schreien; Kunde	64				ⲁⲓϣⲉ													
2049	*ꜥ'aš(yvy)	ꜥš	A'aBCuw	Ruf; Schrei	64	ⲟⲉⲓϣ																
2051	ꜥš	ꜥš		rufen	64	ⲱϣ																
2052	*ꜥ(i)š'iꜣ	ꜥšꜣ	AiB'iC	viel werden	60, 335, 403, 479	ⲁϣⲁⲓ	ⲁϣⲁⲓ	ⲁϣⲉⲓ	ⲁϣⲉⲉⲓ		ⲁϣⲉⲉⲓ	ⲁϣⲉⲓ			ⲁϣⲁⲓ							
2053	*ꜥvš'e/iꜣwvt	ꜥšꜣw	AuB'iCwvt	Vielheit; Menge	112, 879, 880, 881	ⲁϣⲏ	ⲁϣⲉ		ⲁϣⲏ													
2055	*svꜥš'aꜣ	sꜥšꜣ	AaBC'aD	rühmen; Prahlen; der Hochmütige	47																	
2057	*svd'aꜣdvꜣ	sdꜣdꜣ		zittern; Zittern	368	ⲥⲧⲱⲧ	ⲥⲧⲱⲧ		ⲥⲧⲱⲧ		ⲥⲧⲱⲧ											
2058	*mvd'e:/u:gvꜣ	mdgꜣ	miA'u:BiC	Pflanze; Kraut; Unkraut	256	ⲛⲧⲏϭ		ⲛⲧⲏϭ	ⲛⲧⲏϭ													
2061	*m'adnvy	mdn	A'aBCuw	Gesundheit; Lagern	37, 72, 73	ⲙⲟⲧⲛ, ⲙⲟⲩⲧⲛ																
2062	*m'adnv(y)	mdn	A'aBCuw	Gesundheit; Lagern	72	ⲙⲟⲧⲛⲉϥ																
2063	*m'adnvt	mdn	A'aBCut	Ruhe; Zufriedenheit	73	ⲙⲟⲧⲛⲉⲥ																
2064	*m'adn.vt	mdn.	A'aBC.ut	Ruhe, Zufriedenheit	37, 72, 73	ⲙⲟⲧⲛⲉⲥ																
2065	*m'adnvy	mdn	A'aBCuw	Gesundheit; Lagern	37, 72, 73	ⲙⲟⲧⲛⲉϥ																
2066	*m(a)d'an	mdn	AaB'aC	ruhig werden	37, 72, 73	ⲙⲧⲟⲛ																
2067	*sadꜣ'a:(y)vt	sdꜣ	AaBC'a:wat	Wedel	171	ⲥⲁⲧⲱ	ⲥⲁⲧⲱ															
2070	*m'eḏꜣvt	mḏꜣ		Meissel	790	ⲙⲁϫⲉ																
2071	*svg'eb	sgb	AiB'iC	Schrei, Ruf	58	ϣϭⲁⲡ	ϣⲕⲁⲡ															
2072	*svg'eb	sgb	AaB'aC	rufen	44			ϣϭⲁⲡ														
2076	*z'e/iḫ(y)vt	zḫ	A'iBCat	Schlag	82, 474	ⲥⲏϣⲉ	ϣⲏϣⲓ		ⲥⲏϣⲉ													
2078	sḫj	sḫj	A'i:Bit	bitter werden	51	ⲥⲓϣⲉ																
2082	*s'aḫt(a)y; s'uḫt(i)y	sḫty; sḫty		Weber	847	ⲥⲁϣⲧ, ⲥⲁϩⲧ																
2084	*svḫt'i:tv(j/y)	sḫtt		Weber; Webkette	297	ϣϯⲧ																
2085	*z'aẖꜣ(a)w	zẖꜣw	A'aBCaw	Schreiber; Lehrer; Meister	166, 488		ⲥⲁϧ	ⲥⲁⳉ														
2086	*z'a:ẖvꜣ	zẖꜣ		schreiben	402, 403	ⲥⲱϩ																
2087	*zvẖ'i:ꜣ(ew)	zẖꜣ	AuB'i:Ciw	Schriftstück	249, 491		ⲥϧⲓ															
2088	*zvẖ'eꜣ	zẖꜣ		schreiben	402, 403	ⲥϩⲁⲓ	ⲥϧⲁⲓ	ⲥⳉⲉⲉⲓ, ⲥⳉⲉⲓ	ⲥϩⲉⲉⲓ		ⲥϩⲉⲓ	ⲥϩⲉⲓ										
2093	*r-n'e:ḥvḥ	r-nḥḥ		Ewigkeit	400, 456, 457, 869	ⲉⲛⲉϩ, ⲉⲛⲉϩⲉ, ⲉⲛⲏϩⲉ	ⲉⲛⲉϩ	ⲁⲛⲏϩⲉ	ⲁⲛⲏϩⲉ													
2097	*s'i:ḫvm	sḫm	A'i:BaC	Machtwesen'; Art Szepter; Bezeichnung göttl. Wesen; Bild eines Gottes	140				ϣⲓⲥⲙⲉ													
2098				Gespenst; Schatten	no etym 619		ϣⲓϣⲉⲙ															
2099	*z'aḫnv(j)	zḫn	A'aBCaD	Gefährte; Paar	121	ⲥⲟⲉⲓϣ, ⲥⲱⲓϣ, ⲥⲁⲉⲓⳉ																
2100	*z'aḫnvj	zḫn		erreichen u.ä.	535		ϣⲁϣⲛⲓ															
2101	*z(a)ḫn'uw	zḫnw	AaBC'uw	Begegnen; zufälliges Ereignis	70, 415, 423	ϣⲉⲥⲛⲉ, ϣⲛⲉ, ϣⲥⲛⲉ		ⲥⳉⲛⲉ														
2103	*n'e/ihbvt	nhb	A'iBCit	trauern	55, 400	ⲛⲉϩⲡⲉ	ⲛⲉϩⲡⲓ															
2105	*nvh'a:rv(y)	nhr	AiB'a:Caw	zittern; schrecklich sein; Erschütterung; Schauder; Furcht	108		ⲉⲛϩⲟⲩⲣ, ⲛϩⲟⲩⲣ															
2108	*n'e/ihzvt	nhz	A'iBCit	erwachen	55, 400	ⲛⲉϩⲥⲉ	ⲛⲉϩⲥⲓ															
2109	*n'aḥd(a)j; *n'aḥt(a)j	nḥdj; nḥtj	s'aABaj/w	vertrauen, glauben	40, 465	ⲛⲁϩⲧⲉ		ⲛⲁϩⲧⲉ	ⲛⲁϩⲧⲉ													
2110	rḫt	rḫt		schlagen	42, 67	ⲣⲱϩⲧ																
2111	sḫt	sḫt		fernhalten; hindern; aufhalten; abhalten	170	ⲥⲱϣⲧ																
2112	*s'aḫtv(y)	sḫt	A'aBCaw	Schlüssel	170	ϣⲟϣⲧ																
2114	*n'aḫtvj	nḫt	A'aBCij	stark; Starker; Besuchützer; Beistand; Riese	161, 73, 660	ⲛⲁϣⲧⲉ	ⲛⲁϣϯ															
2115	*n'aḫtvj	nḫt	A'aBCij	stark; Starker; Besuchützer; Beistand; Riese	161, 73, 660			ⲛⲁⳉⲧⲉ														
2116	*nvḫt'e/i(j/y)	nḫt	AaBC'ij	hart; der Verhärtete	162, 412		ⲛⲉϣⲧⲉ															
2118	*n'a:ḫ(a)t	nḫt	A'a:BaC	hart werden	37, 753	ⲛⲟⲩϣⲧ, ⲛⲟⲩⳉⲧ																
2119	*n(a)ḫ'at	nḫt	AaB'aC	hart werden	37, 753	ⲛⳉⲁⲧ, ⲛϣⲟⲧ																
2120	*s'aḥwar	sḥwr		verfluchen	363	ⲥⲁϩⲟⲩ	ⲥⲁϩⲟⲩⲓ				ⲥⲉϩⲟⲩⲓ											
2121	*s'i:hvꜣ	shꜣ	A'i:BiC	(sich) entfernen; verwirrt werden	50, 400	ⲥⲓϩⲉ																
2122	*svks'i:kv(y)	sksk	AuB'i:Ciw	erhellter, sonniger Platz'; Dachterrasse	250		ⲥⲉⲕⲥⲓⲕ															
2127	*n(u)k'e/ut	nkt		ein wenig; Stück; etwas; Sache	211, 414, 415, 416, 637	ⲛⲕⲁ	ⲉⲛⲭⲁⲓ, ⲛⲭⲁⲓ	ⲛⲕⲉ	ⲛⲕⲉⲉⲓ		ⲛⲕⲉⲓ											
2128	skrkr	skrkr	AiB'iCDiE	glatt machen	57		ⲥⲗⲁϫⲗⲉϫ, ⲥⲗⲟϭⲗϭ															
2129	*s(i)k'iꜣ	skꜣ	AiB'iC	pflügen	26, 60, 403	ⲥⲕⲁⲓ	ⲥⲭⲁⲓ	ⲥⲕⲉⲓ	ⲥⲕⲉⲓ		ⲥⲕⲉⲓ											
2130	*n'e/iqꜥvt	nqꜥ	A'iBCat	Schneiden'; Schmerz; Wehen	80, 397, 765, 882	ⲛⲁⲁⲕⲉ	ⲛⲁⲕϩⲓ	ⲛⲉⲉⲕⲉ, ⲛⲉⲕⲉ, ⲛⲉⲕϩⲉ	ⲛⲉⲕⲉ		ⲛⲉⲕⲓ											
2131	*s'i:mvw	sm		Kraut	845																	
2133	*svm'e:/u:rvw	smr	AaB'u:Cuw	Meldung; Rede; Schreien	97	ⲥⲙⲏ																
2135	*svm'ad	smd	AiB'aC	Gestalt; Art	157	ⲥⲙⲟⲧ																
2137	*s'amdv(y)	smd	A'aBCuw	Streckung	65	ⲥⲟⲛⲧϥ																
2138	smd	smd		(sich) ausstrecken; sich erstrecken	65, 157	ⲥⲱⲙⲧ																
2141	*nvmḥ'ew	nmḥw	AuBC'iw	der Arme; Geringe; der Freie	176, 177, 412, 437	ⲣⲙϩⲉ, ⲣⲙϩⲉⲉⲩⲉ	ⲣⲉⲙϩⲉ				ⲗⲉⲙϩⲏ	ⲣⲉⲙϩⲏ										
2142	*nvmḥ'ewwv	nmḥw	AuBC'iw	der Arme; Geringe; der Freie	176, 177, 412, 437		ⲣⲉⲙϩⲉⲩ															
2144	*nvmḥ'e:yvt	nmḥy	AuBC'i:wvt	Bürgerin (eigteil. 'die Arme, Geringe'); die Freie	176, 177, 412, 437	ⲣⲙϩⲏ																
2146	*n'amtvt	nmt	A'aBCut	Kraft; Stärke	67																	
2149	*svm'eꜣwvj	smꜣw		Schläfe	427, 691	ⲥⲙⲁⲁⲩ, ⲥⲙⲁⲩ	ⲥⲙⲁⲩ															
2150	*svmꜣ'a:ꜥv(y)	smꜣꜥ	siAB'a:Caw	beten; segnen; Segen	108, 572	ⲥⲙⲟⲩ	ⲥⲙⲟⲩ	ⲥⲙⲟⲩ	ⲥⲙⲟⲩ		ⲥⲙⲟⲩ	ⲥⲙⲟⲩⲉ										
2151	*s'e/ibj/yvt	sbjy		ein Raum im Schiff	389, 471	ⲥⲏⲛⲉ	ⲥⲏⲓⲛⲓ															
2153	*j'anḥvy	jnḥ	A'aBCiw	Hof; Gehöft	236	ⲟⲛϩ	ⲟⲛϩ															
2154	*svn'aḥwvw	snḥw	AiB'aC	Fessel	157, 623		ⲥⲛⲁⲩϩ, ⲥⲛⲟⲟϩ, ⲥⲛⲱϩ															
2155	*svn'aḥ	snḥ	AiB'aC	Fessel	157, 623		ⲥⲛⲁϩ		ⲥⲛⲁϩ													
2156				binden; fesseln	no etym 123	ⲥⲱⲛϩ																
2158					no etym 744																	
2159	*n'anšvm	nnšm		Milz	593	ⲛⲟⲉⲓϣ	ⲛⲱⲓϣ															
2162	*s'epdvt	spd	A'iBCit	Spitze; spitzes Ackerstück; Hügel	140	ⲥⲓⲃⲧ		ⲥⲓⲃⲧ			ⲥⲓⲃⲧ											
2164	*n'eprvt	npr		(einzelnes) Korn	211	ⲛⲁⲡⲛⲉ, ⲛⲁⲡⲣⲉ						ⲛⲉⲡⲛⲉ										
2166	*nvqꜥ'a:(w)vt	nqꜥ	AaB'a:Cat	geritzte Sykomorenfrucht; geritzte Sykomorenfrüchte	215, 294	ⲉⲗⲕⲱ																
2167	*n'erjv(j/w)	nrj		Zeit	432, 535		ⲛⲉⲓ, ⲛⲏⲓ		ⲛⲉⲉ													
2168	*r'u(w)yvt	ry	A'uBCvt	Seite; Raum	266	ⲣⲓ																
2170	srfj	srfj	A'iBCit	Musse haben; sich niederlassen, ruhen; zur Ruhe bringen	55	ⲥⲣϥⲉ																
2171	*svl'e/ikyvt	slky	AuB'iCwvt	Stumpfheit (der Zähne)	113, 389, 582		ⲥⲗⲏⲓϫⲓ															
2172	*svl'e:/u:kv(y)	slk	AaB'u:Cuw	stumpf werden (von Zähnen)	102, 112		ⲥⲗⲏϫⲓ															
2173	*svl'i:kv(y)	slk	AuB'i:Caw	Stumpfheit (der Zähne)	112, 582		ⲥⲗⲓϫ															
2174	slk	slk		(ein)reiben; (ab)reiben	102, 112	ⲥⲱⲗϭ																
2176	*svr'i:qv(j/y)	srq	AaB'i:Cij/w	in Zacken auslaufende Stange	195, 711, 712	ϣⲗⲓϭ	ϣⲗⲓⲧ, ϣⲗⲓϫ															
2177	*svr'aq(y)vt	srq	AaB'aCwvt	in Zacken auslaufende Stange	187, 332, 711, 712		ϣⲗⲟⲕϣⲓ															
2178	*svr'aq(y)vt	srq	AaB'aCwvt	in Zacken auslaufende Stange	187, 332, 711, 712		ϣⲗⲟⲝ															
2179	*n'e:/i:s.(i)t	ns.t		Treppe; Bank	25, 324	ⲛⲏⲥⲉ																
2180	nsbj	nsbj	A'iBCit	beissen; kauen; belekken	55		ⲗⲁⲡⲥⲓ															
2181					516																	
2182	*n'esbvt	nsb		beissen; biss	516	ⲗⲉⲯⲉ, ⲗⲓⲯⲉ	ⲗⲁⲡⲥⲓ															
2183	sdb	sdb	s'iABit	kauen	55	ⲥⲁⲧⲃⲉ																
2184			A'a:BaC		no etym 60	ⲥⲱϫⲡ																
2185	*svḏ'eb	sḏb	AiB'iC	Stoss, Schlag	59, 60		ϣϫⲁⲡ															
2186	*s'enpvt	snp	A'iBCat	Ausbruch o.ä.	80				ⲥⲗⲡⲉ													
2187	snp	snp		zerbrechen; abschneiden	80	ⲥⲱⲗⲡ																
2190	*n'a:ṯ(a)r	nṯr	A'a:BaC	Gott	213, 420, 434, 441, 455, 480, 561, 638, 751, 752	ⲛⲟⲩⲧⲉ																
2191	*n(a)ṯ'a:rvt	nṯr	AaB'a:Cat	Göttin	213				ⲛⲧⲱⲣⲉ													
2192	*s'anṯvr	snṯr	A'aBCat	Terebinthenharz	125, 798	ⲥⲟⲛⲧⲉ																
2193	*n'e/uṯrvt	nṯr		göttlich	315, 441	-ⲛⲉⲉⲧⲉ																
2194	*nvṯ'e/uryvw	nṯry	A'a:BaC	Gott	213, 420, 434, 441, 455, 480, 561, 638, 751, 752	ⲁⲛⲇⲉⲉⲣⲉ, ⲉⲛⲧⲁⲓⲣ, ⲛⲧⲉⲉⲣ																
2195	*nvṯ'e/uryvw	nṯry	A'a:BaC	Gott	213, 420, 434, 441, 455, 480, 561, 638, 751, 752	ⲉⲛⲧⲁⲓⲣⲉ, ⲛⲧⲁⲓⲣ, ⲛⲧⲁⲓⲣⲉ																
2196	*nvṯ'e:/u:rvw	nṯr	A'a:BaC	Gott	213, 420, 434, 441, 455, 480, 561, 638, 751, 752	ⲛⲧⲏⲣ							ⲁⲛⲑⲓⲣ									
2198	*svš'a:pvt	sšp	AiB'a:Cvt	Gurke	158	ϣⲱⲃⲉ																
2201	*mašp'a:nvt	mšpn	maAB'a:Dit	Hautflechte	206			ⲙⲁϣⲡⲱⲛⲉ														
2202	*n'a:sv	ns		beissen; stechen	366	ⲗⲟⲩⲝ, ⲗⲱⲕⲥ, ⲗⲱⲝ	ⲗⲟⲩⲝ															
2204	*švl'e:/u:lv(y)	šll	AaB'u:Cuw	schreien; beten	101	ϣⲗⲏⲗ	ϣⲗⲏⲗ	ϣⲗⲏⲗ	ϣⲗⲏⲗ		ϣⲗⲏⲗ											
2218	*svwj'i:nv(y)	swjn	AuB'i:Ciw	bekannt; bekannter Mann	251, 346		ⲥⲟⲩⲏⲛ, ⲥⲟⲩⲓⲛ															
2219	*ze/iynvw	zyn		Arzt	386, 387, 388	ⲥⲁⲉⲓⲛ					ⲥⲏⲓⲛⲓ											
2220	*s'awn(a)j	swnj	A'aBCaj/w	wissen; erkennen	40, 465	ⲥⲁⲟⲩⲛ, ⲥⲁⲩⲛⲉ, ⲥⲟⲟⲩⲛ, ⲥⲟⲟⲩⲛⲉ																
2225	*n'e/iꜥjit	nꜥjt		Mitleid haben; sich erbarmen	317, 396, 439, 440	ⲛⲁ, ⲛⲁⲉ	ⲛⲁⲓ	ⲛⲁⲉ	ⲛⲁⲉ		ⲛⲉⲉⲓ, ⲛⲉⲓ				ⲛⲁ							
2226	*nvꜥj'i:tv(j)	nꜥjt		gnädig; barmherzig	317	ⲛⲁⲉⲓⲏⲧ, ⲛⲁⲏⲧ	ⲛⲁⲉⲓⲏⲧ, ⲛⲁⲏⲧ	ⲛⲁⲉⲓⲏⲧ, ⲛⲁⲏⲧ			ⲛⲁⲉⲓⲏⲧ, ⲛⲁⲏⲧ				ⲛⲁⲉⲓⲧ							
2227	*nvꜥj'i:tv(j)	nꜥjt		gnädig; barmherzig	317	ⲛⲁⲉⲧⲉ	ⲛⲁⲉⲧⲉ	ⲛⲁⲉⲧⲉ			ⲛⲁⲉⲧⲉ											
2228	*nvꜥj'a:(y)vt	nꜥj	AiBC'a:wvt	Landepflock	245, 582	ⲛⲁⲉⲓⲱ	ⲁⲛⲁⲓⲱ															
2229	nꜥj	nꜥj	A'a:Baj/w	sich anschicken, in Begriff sein	38	ⲛⲟⲩ, ⲛⲟⲩⲉ	ⲛⲟⲩⲓ															
2235	jꜣr	jꜣr		Lappen	677				ⲱⲗ													
2238	*bvn'ad(y)vt	bnd	AaB'aCwvt	Hülle o.ä.; Kleidungstück; Beutel aus Fell	187	ⲃⲁⲗⲟⲧ																
2243	*d'i:mvr	dmr		Dorf	415, 468, 754	ⲧⲏⲙⲉ, ϯⲙⲉ																
2244	*dam'e/urwvw	dmrw		Dorf	415, 468, 754	ⲧⲙⲉ																
2245	*d'eb	db	AuB'iC	Horn	229	ⲧⲁⲡ																
2247	*ḏ'a:mvꜥ	ḏmꜥ	A'a:BiC	Papyrusrolle; Papyrus in verarbeitetem Zustand	124, 754	ϫⲱⲱⲙⲉ		ϫⲟⲩⲙⲉ	ϫⲱⲙⲉ													
2248	*ḏvm'eꜥyvw	ḏmꜥy	A'a:BiC	Papyrusrolle; Papyrus in verarbeitetem Zustand	124, 754			ϫⲱⲙⲉ	ϫⲱⲙⲉ													
2249	*ḏ'e/injvt	ḏnj	A'iBCit	Damm; Deich	141, 472	ⲧⲏⲛⲉ		ⲧⲏⲛⲉ														
2250	*d'anyvt	dny	A'aBCut	Zuteilung(sliste); Kataster; Teil; Anteil	70, 308, 410, 440, 690	ⲧⲟⲉ																
2252	*ḏvn'aw	ḏnw	AuBC'aw	Dreschplatz; das dort aufgehäufte Korn	265, 356	ϫⲛⲟⲟⲩ																
2253	*dvb'e:/u:nv(w)	dbn	AaB'u:Cvw	(runder) Kasten	202	ⲧⲃⲏⲗ, ⲑⲃⲏⲗ																
2255	*ḏvb'vꜣ(e/u)t	ḏbꜣt	AaB'u:Cut	Ersatz, wegen	98	ⲉⲧⲃⲉ-, ⲉⲑⲃⲉ-																
2259	*ḏ'abꜣvw	ḏbꜣ	A'aBCaw	Laub	170	ⲧⲟⲟⲃⲉϥ																
2261	*ḏ'ebꜣvw	ḏbꜣ	A'uBCiw	(Mumien-)Binde; Streifen; Binde aus Linen	178, 711		ⲧⲉⲃⲓ															
2263	*d'i:qvr	dqr		Frucht; Gemüse; Gurke	718	ϯϭⲉ	ϫⲓϫⲓ		ⲧⲓϭⲉ													
2265	*ḏ'e/idꜣvt	ḏdꜣ	A'iBCit	reif, älter werden	55, 427	ϫⲁⲁⲧⲉ, ϫⲁⲧⲉ																
2266	*ḏ(i)d'iꜣ	ḏdꜣ	AiB'iC	reif werden	60, 403, 428	ϫⲧⲁⲓ																
2268	*darg'a:j/yvt	drgjy		Fledermaus	366, 718	ϭⲓⲛϭⲗⲱ	ϫⲁⲗϫⲟⲩ, ϫⲉⲗϫⲟⲩ, ϫⲉϫⲟⲩ				ϭⲉϭⲱ, ϭⲓⲛϭⲓⲗⲱ											
2271	*ḏvr'ewjvt	ḏrwj		Weihe	413, 437, 757	ⲧⲣⲉ	ⲑⲣⲉ															
2272	*ḏvrw'ejwvt	ḏrwjw		Weihe	413, 437, 757		ⲑⲣⲉⲩ															
2273	*ḏ'edmvt	ḏdm	A'uBCit	Haufen	231	ϫⲁⲧⲙⲉ																
2276	*dvr'e:/u:pv(y)	drp	AaB'u:Cuw	Fusstritt	97	ⲧⲃⲏⲣ	ⲑⲣⲏⲃ	ⲧⲃⲏⲣ														
2277					38, 456	ϫⲱϩ																
2278	*d'ehnvt	dhn		Stirn	400	ⲧⲉϩⲛⲉ	ⲧⲉϩⲛⲓ															
2280	*ḏawtvj	ḏwt		der Böse; untüchtig(er Mensch)	143, 317	ϫⲟⲟⲩⲧ																
2282	*ḏil'aḥta	ḏlḥt		ein Gefäss	331	ϫⲗⲁϩⲧⲥ																
2283	*d'aḥtvj	dḥt		Blei	304	ⲧⲁϩⲧ	ⲧⲁϩⲧ	ⲧⲁϩⲧ	ⲧⲁϩⲧ													
2284	dḥt	dḥt		Blei	303	ⲧⲁϩⲧϩ																
2289	*ḥv(ꜣ)b'a:jvt	ḥbj	A'iBCit	festlich; Festhalle; Zelt	143	ϩⲃⲱ																
2293	*ḥvfn'e/un(j/y)vt	ḥfnn		eine Schlange; Eidechse	297, 441	ϩⲁϥⲗⲉⲉⲗⲉ	ⲁϥⲗⲉⲗⲓ															
2294	ḫꜣḫꜣ	ḫꜣḫꜣ		ausstreuen	719, 802	ϣⲱϣ	ϣⲱϣ				ϣⲱϣ											
2295	*h'e/i(j)mvt ; *h'e/i(j)mvt	hmt ; hm		Fracht; Last; Lohn; Fährlohn	475	ϩⲏⲙⲉ, ϩⲓⲙⲉ, ϩⲙⲙⲉ	ϩⲉⲙⲓ, ϩⲏⲙⲓ	ϩⲏⲙⲉ			ϩⲏⲙⲓ, ϩⲏⲙⲙⲓ											
2296	*ḫ'anzvw	ḫnz	A'aBCaw	Durchwanderer'	166	ϣⲟⲛⲥ																
2297	*ḥvp'at	ḥpt	AaB'aC	Umarmung; ein Längenmass	42	ϩⲡⲟⲧ, ϩϥⲟⲧ																
2298	*ḥ'aptvw	ḥpt	A'aBCaw	Querholz (der Tür)	170		ϩⲟⲡⲧ, ϩⲟⲧⲡ															
2300	ḥpt	ḥpt		zusammenfügen	42, 123	ϩⲱⲧⲡ																
2302					130																	
2303	*h'e/iꜣjvt	hꜣj	A'iBj/wit	fallen	52, 404, 426, 432, 440, 494, 522	ϩⲉ, ϩⲉⲉ	ϩⲉⲓ		ϩⲉⲓⲉ		ϩⲏⲏⲓ	ϩⲏⲓⲉ										
2304	*hvꜣ'e:/u:w(e)w	hꜣw	AaB'u:Cuw	Zugang; Annäherung; Nachbarschaft; Zeit; Jahres-zeit	98, 495, 499, 585		ϩⲏ															
2305	*ḥ'a:ꜣ(j)vw	ḥꜣ	A'aBCaw	Blasebalg	171		ϩⲟⲓ															
2306	*hvw'e:/u:tvy	hwt	AaB'u:Cvt	Matrose	201	ϩⲟⲩⲏⲧ			ϩⲟⲩⲏⲧ													
2308	*ḫ'i:ꜣvt	ḫꜣ		messen	460, 491, 494	ϣⲓ																
2311	*ḫ'e:ꜣ(ey)	ḫꜣ	AaB'u:Cuw	Wehen des Windes; Brise; Leichter Wind	97																	
2313	*ḥ'uꜣt(e)j	ḥꜣtj		"das, was eine Spitze hat'; Herz"""	316, 438, 458, 459	ϩⲏⲧ	ϩⲏⲧ	ϩⲏⲧ	ϩⲏⲧ		ϩⲏⲧ											
2315	*ḥ'a:w(a)j	ḥwj	A'a:Baj/w	regnen	38, 487	ϩⲱⲟⲩ																
2316	ḥwrꜥ	ḥwrꜥ	A'aBCaD	berauben	39	ϩⲟⲟⲩⲣⲉ																
2318	*jaw'i:nv(j)	jwn		Gelbsucht	316		ⲁⲟⲩⲓⲛ															
2319	*m'e/udy.vw	mdy.		Zehn	13, 382	ⲙⲁⲧⲉ	ⲙⲁϯ															
2320	*m'e:/u:ḏvw	mḏ		Zehn	13, 382	ⲙⲏⲧ	ⲙⲏⲧ															
2323	mḫr	mḫr		Monatsname	544	ⲙϣⲓⲣ	ⲙⲉⲭⲓⲣ															
2324	*m'en	mn		ein gewisser; ein bestimmter; der und der	604		ⲙⲁⲛ															
2326	*n'ew	nw	A'i:BiC	sehen	49	ⲛⲁⲩ																
2329	*s'ed	sd		Schwanz	435, 637	ⲥⲁⲧ	ⲥⲁⲧ, ⲥⲉⲧ															
2330	*s'eḏ(j/y)vt	sḏ		Feuer	429, 171	ⲥⲁⲁⲧⲉ, ⲥⲁⲧⲉ		ⲥⲉⲉⲧⲉ, ⲥⲉⲧⲉ														
2333	*švms'i:tv(j)	šmst		Diener	317	ϣⲙϣⲓⲧ			ϣⲙϣⲓⲧ													
2334	*š(a)m'a:yvw	šmy		Schwiegervater	488, 607	ϣⲙⲟⲩⲓ																
2335	*š'am	šm		Schwiegervater	488, 607	ϣⲟⲙ	ϣⲟⲙ															
2337	snpt	snpt		Senf	692	ⲥⲓⲛⲁⲡⲉ	ⲥⲓⲛⲁϩⲃⲓ															
2339	*z'an(jvy)	zn	A'aBCaw	Räuber; Übeltäter	168	ⲥⲟⲟⲛⲉ																
2341	*š'e/in(j/yve)t	šnt		hundert	410	ϣⲉ	ϣⲉ				ϣⲏ	ϣⲩ			ϣⲏ							
2342	*šenj/y'e:tvj	šnjyt		zweihundert	410	ϣⲏⲧ	ϣⲏⲧ		ϣⲏⲧ		ϣⲏⲧ											
2343	*š'en(j)vw	šn	A'uBCaw	Krankheit; Not; Fehler; Makel	93						ϣⲉ											
2344	šnj	šnj	A'a:Baj/w	krank sein	38	ϣⲱⲛⲉ																
2345	*z'ap	zp		Mal	862	ⲥⲟⲡ	ⲥⲟⲡ															
