TLA__ID	TLA__form	TLA__meaning_en	TLA__meaning_de
148650	sṯ.t	[clothing for images of gods]	[Kleidung der Götterbilder]
148960	sṯꜣsṯꜣ		herbeiführen
d5786	sḏj		Kampf
129400	zw	date	Zeit
129450	sw	time; day; date	Zeit; Zeitpunkt; Termin
129460	sw	day (of the month, in dates)	Monatstag
129590	sw.t	wheat	Weizen
129610	sw.t	sedge plant	[Binse (auch als Symbol für O.Äg.)]
129470	sw	[a plant]	[eine Pflanze]
129610	sw.t	sedge plant	[Binse (auch als Symbol für O.Äg.)]
862909	sw.tjw		Kolonisatoren
129980	swy	crocodile	[Bez. für Krokodil]
876491	sw.t		[Flechtmaterial (als Schiffsteil)]
153090	šwy.tj	merchant; trader	Händler; Kaufmann
152670	šwi̯	to be empty; to be devoid of	leer sein
152690	šwi̯	to empty	leer machen
152720	šwi̯	to dry; to be dry	trocken sein; austrocknen
152730	šwi̯	dried; dry	trocken
152740	šw	dry pieces of wood (?)	Trockenes
152890	šw.t	empty eye	leeres Auge
152920	šw.w	dry land	trockenes Land
153060	šw.yt	lack	Mangel
153070	šwy.t	desert	trockene Stelle
450167	šw.t	emptiness	Leere
600209	šw	need; lack	Not, Mangel
152670	šwi̯	to be empty; to be devoid of	leer sein
152690	šwi̯	to empty	leer machen
152720	šwi̯	to dry; to be dry	trocken sein; austrocknen
152730	šwi̯	dried; dry	trocken
152740	šw	dry pieces of wood (?)	Trockenes
152890	šw.t	empty eye	leeres Auge
152920	šw.w	dry land	trockenes Land
153060	šw.yt	lack	Mangel
153070	šwy.t	desert	trockene Stelle
450167	šw.t	emptiness	Leere
600209	šw	need; lack	Not, Mangel
152680	šw	needy man	Notleidener
152700	šw	blank sheet of papyrus	leerer Papyrus
153110	šwb	persea tree	Perseabaum; Perseasbaumfrüchte
153110	šwb	persea tree	Perseabaum; Perseasbaumfrüchte
130630	swḥ.t	egg	Ei
130650	swḥ.t	(inner) coffin	[innerster Sarg]
153180	šwqr	[a wooden box]	[ein Gerät aus Holz]
130360	zwr	to drink	trinken
130370	zwr	drinking bowl; [a beverage]	Trinkschale; Getränk
130400	zwr.t	[a beverage]	Trank
130410	zwr.t	watering place	Trankstelle
130480	zwr.t	drink(s)	Getränke
600362	zwr	drinking bout; carousal	Gelage; Zecherei
130430	swr	to increase; to make great	groß machen; groß werden lassen; vermehren
125600	zꜣ	protection	Schutz
125610	zꜣ	amulet	Schutzamulett
125620	zꜣ	to watch for	(jmdn.) begrüßen
125670	sꜣ	back; back (of something)	Rücken; Rückseite
dm332	sꜣ		Rücken
d5096	sꜥsj		ziehen ('= sꜥsꜥ); hängen
d5097	sꜥsꜥ		aufheben, aufsetzen
d5153	swsw		hochheben
125680	sꜣ	outside	Außen; Außenseite
125980	sꜣ		Schwall (von Wasser)
125710	sꜣ	stall; byre	Stall; Magazin
125960	sꜣ	upper eyelids	Augenlid
600052	sꜣ	after	nach (temp.)
858698	sꜣ		Mauer
865670	sꜣ		Nachbehandlung
125890	sꜣ.wt		"Gebäude (""Mauern"")"
125800	sꜣ.t	wall	Mauer
127250	sꜣsꜣ	to drive back; to repel	angreifen; umstürzen; zurückdrängen
127260	sꜣsꜣ	to apply (oil to someone)	(jmdm.) eine Salbe auflegen
127270	sꜣsꜣ	to force (a boat over the rapids)	(Boot) festbinden; treideln
125830	sꜣ.t	satiety	Sättigung
125840	sꜣ.t	satiety	die Satte
126200	sꜣi̯	to be sated; to sate	satt sein; sättigen
126210	sꜣ.y	satiety	Sättigung
126440	sꜣ.w	satiety	Sättigung
126520	sꜣwi̯	to lengthen; to gladden	verlängern
126530	sꜣwi̯	to gladden	(jmdn.) erfreuen
151300	šꜣ.w	destiny; good fortune	Schicksal; Bestimmung
151380	šꜣj	destiny	Geschick, Bestimmung
151120	šꜣ	tree (gen.); vine(s)	Baum (allg. Bez.); Weinstock
151130	šꜣ	plants; vine(s)	Feldpflanzen
151240	šꜣ.t	upper chest	Halsgegend
600069	šꜣ.t	stick; rod	Stock (zum Prügeln)
151340	šꜣj	to receive a gift (?) (of land)	beschenkt werden (mit Land)
151370	šꜣj	worth	wert
151400	šꜣ.yt	what is ordained; taxes; dues	das Bestimmte; Abgaben
151560	šꜣ.w	worth; suitable	wert; geeignet
151190	šꜣ	pig	Schwein
151350	šꜣj	pig	Schwein
151410	šꜣj.t	sow	Sau
151370	šꜣj	worth	wert
151400	šꜣ.yt	what is ordained; taxes; dues	das Bestimmte; Abgaben
151560	šꜣ.w	worth; suitable	wert; geeignet
852483	šꜣ.w		nützlich sein (zu tun) (m. Infinitiv)
857742	šꜣšꜣ	necklace-snake	[eine Schlange]
153600	šbd	stick	Stock (zum Prügeln)
127060	sꜣḥ	awl; borer	Bohrer; Ahle
151770	šꜣm	to be hot; to burn	heiß sein; brennend sein
151790	šꜣm.w	[a large jar]	[ein großer Krug]
151800	šꜣm.w	soiled linen	schmutzige Wäsche
151810	šꜣm.w	[a med. liquid]	Wäschelauge
151820	šꜣmy.t	water (of the laundryman) (med.)	Schmutzwasser (des Wäschers)
127330	sꜣq	to pull together; to be wary of	zusammenfügen; sich zusammennehmen
857739	sꜣq.w	collected loaves	Opfermenge
126840	sꜣr	to sieve (?)	(durch)sieben
866969	sꜣ.w		Zerschnittenes (?)
151870	šꜣr.w	bundle (of flax)	Ballen; Bündel (Flachs)
152060	šꜣšꜣꜥ	[kernels, fruit]	[Körner oder Früchte]
127650	zꜣṯ.w	ground; floor; earth	Erdboden; Fußboden; Erde
158290	štb	to shut in; to enclose	einschließen; verschließen
158300	štb	crate (?) (for fowl)	Käfig (für Geflügel)
158330	štb.t		[ein Maß]
151280	šꜣ.w	coriander	Koriander (Coriandrum sativum spec.)
151330	šꜣ.wt	[an edible garden plant]	Koriander
151320	šꜣwy.t	[a plant (med.)]	[Pflanze (offizinell)]
152330	šꜥ.t	[a measure of value (silver)]	[ein Wertmesser (Silber)]
152280	šꜥy	sand	Sand
152410	šꜥ	sand	Sand
152420	šꜥy	to be grainy (sandy)	körnig sein
152430	šꜥy.t	sandbank	Sandbank
152600	šꜥd	to cut (off, down)	schneiden; abtrennen
129060	sꜥr.t	wool (Sem. loan word)	Wolle
169970	tjw.t	sandals	Sandalen
170300	twj	sandals	Sandalen
170450	twt	sandals	Sandalen
175090	ṯb	to be shod; to provide with sandals	beschuht sein; (mit Lederzeug) versehen sein
175150	ṯbw	sandals	Sandalenpaar
170590	tb.t	fish	Fische
175140	ṯbw	[a vessel]	[ein Gefäß]
170760	tbs	to prick; to pierce	stechen
170750	tbs	heel	Ferse
171740	tf	to spit out	speien
171750	tf	spittle	Speichel
171780	tfi̯	to remove forcefully; to repulse	(gewaltsam) entfernen; zurückdrängen; aufspringen
171790	tfi̯	[verb]	sich entfernen
175370	ṯftn	[transitive verb]	überstürzen
173170	tḫ.w	[a pleasant-smelling plant]	[eine wohlriechende Pflanze]
173370	tḫtḫ	to confuse; to confound	verwirren; verworren sein
854420	tḫtḫ	disorder	Unordnung
173130	tḫ	fat	fett, gemästet
176790	ṯḫ	[noun]	[Substantiv]
d7675	ḏꜣk		Speichel
173570	tqr	mighty	gewaltig
173110	tḫi̯	to be drunk; to become drunk	sich betrinken; trunken sein
173120	tḫ	intoxicating drink	Rauschtrank
173150	tḫ.t	drunkenness	Trunkenheit
173160	tḫ.w	drunkard	Trinker
173190	tḫi̯	to drink deeply	zur Genüge trinken
173200	tḫw		[ein Gewässer]
859951	tḫ	drunkenness	Trunkenheit
d7424	tḫ		sich betrinken, trunken sein oder werden
173170	tḫ.w	[a pleasant-smelling plant]	[eine wohlriechende Pflanze]
dm8089	tḫj		Trunkenheit
d7433	tẖj		sich betrinken, trunken werden
dm7892	tẖj		Trunkenheit
173110	tḫi̯	to be drunk; to become drunk	sich betrinken; trunken sein
173120	tḫ	intoxicating drink	Rauschtrank
173150	tḫ.t	drunkenness	Trunkenheit
173160	tḫ.w	drunkard	Trinker
173190	tḫi̯	to drink deeply	zur Genüge trinken
859951	tḫ	drunkenness	Trunkenheit
850081	tḫt		[ein Gefäß]
173370	tḫtḫ	to confuse; to confound	verwirren; verworren sein
d7442	tẖtẖ		Verwirrung, Unordnung
173380	tḫtḫ	to flow	strotzen (vom Euter); fließen
854420	tḫtḫ	disorder	Unordnung
d7430	tẖ		mischen
dm8050	tẖtẖ		verwirren
176520	ṯḥw	to rejoice	sich freuen
176530	ṯḥ.w	joy	Freude
169640	tḫb	[moist secretion?]	Feuchtigkeit absondern (von der Nase)
173210	tḫb	to dip; to moisten; to irrigate	eintauchen; anfeuchten; bewässern
172980	thm	to perforate (med.); to penetrate; to drive (cattle)	durchstoßen; eindringen; treiben; mobilisieren
172990	thm	perforation; puncture (wound)	Loch; Wunde
173090	tḥs	to crush; to pulverize (Sem. loan word)	zermalmen; zerstoßen; pressen
176450	ṯhꜣ	lame one	Lahmer
d7555	ṯk		Brief (o.ä.); farbige Illustration
dm3206	ṯk		bemalen, färben
d7558	ṯkj		malen, färben; Zeichnung, Vignette
dm5463	ṯke		Färber
173680	tkn	to be near; to draw near	nahe sein; (sich) nähern; zu Nahe treten (feindlich)
851306	tkn.w		Nachbarn
860291	tkn.j		Angreifer
173690	tkn.w	tekenu (ritual effigy?)	[ein Kultgegenstand]
858012	tkn.w		[Personenbezeichnung]
148550	stkn	to make approach	herannahen lassen
d7487	tkn		"nahe sein, nahe kommen; eilen; [Infinitiv mit n davor] schnell (eigentlich ""in Eile"")"
d7472	tqn		überlegen sein; (Amt) ausüben
dm7987	tqn		Tüchtigkeit, Überlegenheit
dm921	tqn		Tüchtiger
173700	tkr	opponent	Opponent
d7501	tgn		zurückstoßen
173680	tkn	to be near; to draw near	nahe sein; (sich) nähern; zu Nahe treten (feindlich)
173710	tks	to reach, to pierce	(einen Ort) erreichen; durchbohren
173720	tks	to be fixed; settled, to be stygmatized	foltern; fixieren; (Steuern) festsetzen
173610	tkꜣ	to illumine; to burn	brennen; verbrennen; erleuchten
173620	tkꜣ.w	flame; torch; candle	Flamme; Fackel; Kerze
173660	tkꜣ.t	illumination	Beleuchtung
dm3288	tjq		Flamme, Fackel
d7476	tk(e)		verbrennen, anzünden
173650	Tkꜣ.yt		[Name einer feuerspeienden Schlange]
858010	Tkꜣ.w		Fackel-Brennen (Ritual)
172250	tmm	to close (the mouth)	verschließen
172260	tmm	to close (a wound) (med.)	sich unerwünscht schließen (von Wunde)
171980	tm	to cease; to perish	aufhören; vernichten
171990	tm	[negative verb]	nicht sein (aux.); [Negationsverb]
172000	tm	to be complete	vollständig sein
172010	tm	to complete	vollständig machen
175530	ṯms	to bury; to cover	(etwas) vergraben
172060	tmꜣ.t	shroud	Kleiderstoff; Fell
172150	tmꜣ	mat (gen.)	Matte
172160	tmꜣ	sack	Sack
172180	tmꜣ.t	mat	Matte
172200	tmꜣ.wt	pocket (of skin) (med.)	Hautsack
172210	tmꜣ.yt	mat	Matte
175460	ṯmꜣ.t		[ein Dekansternbild]
175840	ṯnw	each; every	jeder
550066	ṯnw	every time that	jedesmal wenn (mit Verbalform); sooft
175740	ṯnj	where? whence? whither?	wo?; woher?; wohin?
175660	ṯn.w	cliffs (along the river, forming a boundary)	Grenzmark; Ufergebirge
175750	ṯni̯	to lift up; to distinguish; to be distinguished	erheben; (sich) abheben; ausgezeichnet sein; unterscheiden
175760	ṯnj		Ehre; Verehrung
175810	ṯn.w		Erhabenheit
175820	ṯnw	to count	zählen; kontrollieren
175830	ṯnw	number; quantity	Zahl; Anzahl
175840	ṯnw	each; every	jeder
175850	ṯnw.t	count; quantity	Zählung; Zahl (Quantität)
175860	ṯnw.t	cattle count	[Bez. für Rinder]
401002	ṯn	venerable one	Ehrwürdiger
550066	ṯnw	every time that	jedesmal wenn (mit Verbalform); sooft
858936	ṯn		Erhabener
d7304	tn		Haltung, Gehabe; Bedeutung (o.ä.)
d7321	tn(j)		erhaben
d7307	tn(e)		erheben, erhöhen, ehren; erhaben sein; überlegen; vornehm; ehren
dm541	ı͗tnj		glorreich sein, glänzend sein (o.ä.)
dm7929	ı͗tnj		Ruhm, Glanz
859953	ṯn.w		Festland
175790	ṯni̯	[verb (to be reticent?)]	beobachten
149240	sṯn.w	White Crown	Erhobene (weiße Krone)
149250	sṯn.w	crowned one	der Gekrönte
149310	sṯn.w		Erhebung
149280	sṯni̯	to distinguish; to crown	erheben; krönen; unterscheiden
858663	sṯni̯		aufblähen
854556	sṯni̯		erheben; krönen; hervorgehoben sein; sich unterscheiden; ablassen (von)
149290	sṯni̯	to be distinguished (from someone)	hervorgehoben sein; sich unterscheiden
149300	sṯni̯	to release (from)	ablassen (von)
77960	mṯn	road; path; (correct) path (through life) (metaph.)	Weg; rechte Lebensweise (bildl.)
77970	mṯn	guide	Führer (auf dem Weg)
500798	Mṯn.yt	She-who-belongs-to-the-path	Die zum Weg Gehörige
77590	mtny.t	ax; knife	[ein Beil]; [ein Messer]
d2791	mtn		Lohn; Kosten
77620	mtnw.t	reward; recompense	Belohnung; Bezahlung
d2354	mjt		Weg; [metaphorisch]
dm822	mtn		belohnen
148350	stnw.y	[an occupation or trade]; heater (?)	Köhler (?)
869987	Sṯn		Erhobener
149260	sṯn.w		Auftreibung
855649	sṯn.w	distinguishing trait (med.)	Unterscheidungsmerkmal
149230	sṯn.t	one who is crowned (Sothis)	die Gekrönte (Sothis)
dm7757	sṯnj		Rat, Beratung
d5794	sḏnj		beraten, überlegen; um Rat fragen, konsultieren
dm7900	sḏnj		Beratschlagung, Ratschluß, Plan
858024	ṯn		[Substantiv]
175690	ṯn.t	difference	Unterschied
176150	Ṯn.tj		Erhöhter
863786	tntn		Ausfluss (Name einer Krankheit)
d7340	tntn		Abkommen (?); Ausdehnung (?)
d7306	tn(e)		jeder, alle; jedesmal; entsprechend, im Verhältnis zu, pro
401002	ṯn	venerable one	Ehrwürdiger
175780	ṯnj	to be feeble (?)	schwach werden
175790	ṯni̯	[verb (to be reticent?)]	beobachten
149230	sṯn.t	one who is crowned (Sothis)	die Gekrönte (Sothis)
149240	sṯn.w	White Crown	Erhobene (weiße Krone)
149250	sṯn.w	crowned one	der Gekrönte
149280	sṯni̯	to distinguish; to crown	erheben; krönen; unterscheiden
149290	sṯni̯	to be distinguished (from someone)	hervorgehoben sein; sich unterscheiden
149300	sṯni̯	to release (from)	ablassen (von)
855649	sṯn.w	distinguishing trait (med.)	Unterscheidungsmerkmal
175910	ṯnf	sack; bag	Sack
175950	ṯnf.yt	sack; bag	Beutel; Sack
175920	ṯnf	to measure; to appraise	messen; veranschlagen; zusammenrechnen
175930	ṯnf	to be abundant (?)	(im Überfluss) gießen; (Überfluss) haben
175900	ṯnf	[substance for making kyphi?]	[ein Gewicht (in Rezepten, für Getreide)]
175940	ṯnf.t	[a vessel]	[ein Gefäß]
d7762	ḏnf		ebenmäßig sein, richtig sein, gleich groß sein, im Gleichgewicht sein
d7763	ḏnf		Bruchstück, Prise (von etwas), Maßeinheit
dm7716	ḏnf		Gleichgewicht, Mittelmaß, Richtigkeit, Ebenmaß; mittlere Statur; richtige Metallegierung(?); Bewertung, Schätzung
175920	ṯnf	to measure; to appraise	messen; veranschlagen; zusammenrechnen
175930	ṯnf	to be abundant (?)	(im Überfluss) gießen; (Überfluss) haben
175900	ṯnf	[substance for making kyphi?]	[ein Gewicht (in Rezepten, für Getreide)]
175950	ṯnf.yt	sack; bag	Beutel; Sack
175940	ṯnf.t	[a vessel]	[ein Gefäß]
d7762	ḏnf		ebenmäßig sein, richtig sein, gleich groß sein, im Gleichgewicht sein
d7763	ḏnf		Bruchstück, Prise (von etwas), Maßeinheit
dm7716	ḏnf		Gleichgewicht, Mittelmaß, Richtigkeit, Ebenmaß; mittlere Statur; richtige Metallegierung(?); Bewertung, Schätzung
172550	tnm	furrow	Furche
175960	ṯnm	vat (?)	Kessel; Grube
175990	ṯnm(.t)	vat (?)	Bottich (?); Kessel (?)
172680	tr	hillock (Sem. loan word)	[ein kleines Grundstück]
172690	tr	heap (Sem. loan word)	Speisen
170860	tp	head; beginning (of a region)	Kopf
170861	tp	tip; top (of mountain, of a building, etc.)	Spitze; Dach; Gipfel
170870	tp	person	Person
170880	tp	beginning (of a period of time)	Anfang (eines Zeitabschnittes)
170900	tp	upon; at the head of	auf; an der Spitze von; bei (lokal)
170920	tp.t	head (as a part of the body)	Kopf (als Körperteil)
170930	tp.jt	uraeus	Uräusschlange
170940	tp.jt	White Crown (of Upper Egypt)	die Erste (weiße Krone von Oberägypten)
170960	tp.jt	first (fine oil)	das Erste (feines Salböl)
171450	tp.j	being upon; having authority over	befindlich auf; an der Spitze
171460	tp.j	principal; first	erster
171470	tp.j	best	bester
171480	tp.j	best linen	bester Leinenstoff
450189	tp	best (of)	Bestes (von)
550180	tp.j	first	Erster
600413	tp	headman; chief	Oberhaupt
171430	tpj	to stitch	nähen
171540	tpj	to stitch	stechen
171710	tpḥ	apple (Sem. loan word)	Apfel
171690	tpnn	cummin	Kreuzkümmel
171700	tpnn.t	[an ingredient (med.)]	[offizinell Verwendetes (in Salbe, Kümmel?)]
172810	trj	[a reed-like plant]	Röhricht
172700	tr	time; season	Zeit; Zeitpunkt; Jahreszeit
172780	trj	to respect; to esteem	achtungsvoll behandeln; respektieren
172790	try	esteemed person	Geachteter
176250	ṯr.t	willow	Weide (Salix subserrata Wild.); ägyptische Weide (Salix mucronata Thunb.)
176280	ṯry.t	Willow	[Göttin der Weide (?)]
176410	ṯrḥ	to mock; to deride; to be offensive (Sem. loan word)	spotten
176380	ṯrm	to wink; to blink	zwinkern; blinzeln; zucken (der Augen als medizinisches Symptom)
176360	ṯrp	to stumble	torkeln (von Betrunkenen)
172850	trr	oven (Sem. loan word)	Ofen (des Bäckers)
176330	ṯrwrw	to delight in	sich freuen (an etwas)
176310	ṯrꜥ	[a field]	[Bezeichnung für Äcker]
176840	ṯz	sandbank	"Sandbank (""Erhöhung"")"
176870	ṯz	to muster; to collect (what is due)	(Mannschaften) ausheben; (Abgaben) einziehen
176880	ṯz	taxes; dues; delivery	Steuer; Leistung
176890	ṯz	support	Stütze
176960	ṯz.t	ridge (of hills); (mountain) range	Gebirge
176990	ṯz.t	chest (on legs?)	Kasten (als Möbel)
177010	ṯz.t	heaven; roof	Himmel; Dach
177050	ṯz.t	[a kind of bread (which reverted to priests from the altar)]	Opferanteil (der Priester)
177200	ṯzi̯	to raise; to rise; to levy (troops)	hochheben; aufrichten; ausheben
177210	ṯzi̯	to be angry with; to bear a grudge against	tadeln; (etwas) aussetzen (an jmnd.)
177220	ṯzi̯	to accumulate (things)	(Schätze) anhäufen
177260	ṯz.w	erection (of the neck); accumulation (med.)	Versteifung (im Nacken); Anhäufung
177270	ṯsw	levy	Vorwegnahme (?)
600467	ṯzi̯	to rise up; to go up (to a place)	emporsteigen; reisen
176840	ṯz	sandbank	"Sandbank (""Erhöhung"")"
176870	ṯz	to muster; to collect (what is due)	(Mannschaften) ausheben; (Abgaben) einziehen
176880	ṯz	taxes; dues; delivery	Steuer; Leistung
176890	ṯz	support	Stütze
176960	ṯz.t	ridge (of hills); (mountain) range	Gebirge
176980	ṯz.t		Steuern
177010	ṯz.t	heaven; roof	Himmel; Dach
177200	ṯzi̯	to raise; to rise; to levy (troops)	hochheben; aufrichten; ausheben
177220	ṯzi̯	to accumulate (things)	(Schätze) anhäufen
177260	ṯz.w	erection (of the neck); accumulation (med.)	Versteifung (im Nacken); Anhäufung
177270	ṯsw	levy	Vorwegnahme (?)
600467	ṯzi̯	to rise up; to go up (to a place)	emporsteigen; reisen
850699	ṯz		verknüpfen; Wirbelknochen; Knoten
852063	ṯzi̯		hochheben; emporsteigen
854581	ṯzi̯		aufrichten; hochheben; hinaufsteigen
858065	ṯz.w		Erheber
860615	ṯz.t		Erhebende
858062	ṯz		[Substantiv]
176900	ṯz.w		Tadelnswertes
176920	ṯz.t	[a case for a sekhem-scepter]	[Futteral für Sechem-Zepter]
176990	ṯz.t	chest (on legs?)	Kasten (als Möbel)
177000	ṯz.t	station (in life?)	Rang
177020	ṯz.t	mourning woman	Klageweib
177030	ṯz.t	complaint	Vorwürfe; Beschwerden
177040	ṯz.t	image of an enemy (to be destroyed)	Verderben, Vernichtung
177050	ṯz.t	[a kind of bread (which reverted to priests from the altar)]	Opferanteil (der Priester)
855640	ṯz.t		Transport
177070	ṯz.tj	one who is in the chest (Osiris)	der im Kasten (Osiris)
858063	ṯz.tj		[eine Personenbezeichnung]
177100	ṯz.tjw	image of an enemy (to be destroyed)	Feindabbilder
860994	ṯz.tjt		Feindabbild
177210	ṯzi̯	to be angry with; to bear a grudge against	tadeln; (etwas) aussetzen (an jmnd.)
149390	sṯzi̯	to raise; to lift up	erheben; hochheben
149400	sṯzi̯	to bring up (vomit?) (med.)	erbrechen
149420	sṯzi̯	to make rut (of bulls)	(Stiere) brünstig machen
863038	sṯz.w		Erhebung (med.)
149460	sṯz.w	raising up	Aufrichtung; Erhebung; Lobpreisung
149470	sṯz.w	clouds	Wolken
852151	sṯz		Stab; Stütze
d7652	ṯs		erhöht sein, hoch sein; besteigen, aufsteigen; [mit refl. Pron.] sich erheben
d7658	ṯs(j)		Höhe, Ausdehnung; Tugend, Erhabenheit (o.ä.)
177580	ṯṯ	sparrow	Sperling (Passer domesticus)
177510	ṯtf	[a vessel, used as a measure for beer]	[ein Krug (als Maß für Bier)]
